Relation Stats,,,,,
Player,PTS,TRB,AST,STL,BLK
Keith Bogans31NJN,4.2,2.2,0.6,0.4,0
Shelvin Mack21WAS,3.6,1.4,2,0.4,0
Austin Daye24MEM,4,1.9,0.7,0.3,0.5
Dominic McGuire27NOH,2.1,3.1,1,0.9,0.3
Nando De Colo26TOT,3.8,1.6,1.4,0.5,0.1
Mike Harris30UTA,4.2,1.7,0.3,0.8,0.4
Maurice Harkless21ORL,3.5,2.4,0.6,0.7,0.2
Jeff Taylor25CHO,4.4,1.8,0.8,0.4,0
Ryan Hollins31MEM,3.6,2.7,0.3,0.2,0.6
D��vis Bert��ns24SAS,4.5,1.5,0.7,0.3,0.4
Briante Weber24CHO,3.8,1.7,1.2,0.7,0
Josh Magette28ATL,2.6,1.1,3.2,0.4,0.1
Jaylen Adams22ATL,3.2,1.8,1.9,0.4,0.1
Raymond Felton34OKC,4.3,1,1.6,0.3,0.2
DeMarre Carroll33TOT,3.6,2.3,1,0.3,0.2
Jerian Grant27WAS,4.5,1,1.5,0.2,0.2
Mychal Mulder26GSW,5.6,1,0.4,0.2,0.2
Kenny Carr24LAL,3.2,3.4,0.2,0.4,0.2
Pete Verhoeven23POR,4.1,2,0.7,0.4,0.2
Ron Brewer28GSW,5,1,0.5,0.5,0.4
Leroy Combs23IND,4.5,1.2,0.8,0.5,0.4
Granville Waiters24IND,3.2,2.7,0.5,0.3,0.7
Ron Brewer30TOT,4.8,1.2,0.9,0.4,0.1
Donald Royal25SAS,4.2,2.1,0.6,0.4,0.1
Keith Askins25MIA,3.3,2.9,0.4,0.4,0.4
Sleepy Floyd33SAS,3.8,1.3,1.9,0.2,0.2
Mark Davis22MIN,3.3,2.2,0.8,0.7,0.4
Martin Lewis20TOR,4.7,1.8,0.2,0.5,0.2
Devin Gray24SAC,2.7,3,0.7,1,0
Ruben Nembhard24TOT,4,0.8,1.7,0.9,0
Ken Norman32ATL,3.8,2.3,0.7,0.4,0.2
Cherokee Parks24MIN,3.3,2.6,0.4,0.5,0.6
Donald Royal30GSW,3.8,2.6,0.4,0.3,0.3
Brian Evans24NJN,4.1,1.9,0.9,0.3,0.2
Tyronn Lue21LAL,5,0.4,1.7,0.3,0
Todd MacCulloch25PHI,4.1,2.7,0.2,0.1,0.3
Tracy Murray29TOT,5,1.6,0.5,0.2,0.1
Bryant Stith31CLE,4.2,1.7,0.8,0.6,0.1
Chris Crawford27ATL,4.8,1.4,0.2,0.4,0.6
John Crotty33DEN,3.4,1.3,2.4,0.3,0
Mike Wilks23TOT,3.2,1.5,2,0.6,0.1
?arko ?abarkapa22PHO,4.1,2,0.8,0.2,0.3
Ron Mercer27SAS,5,1.3,0.6,0.4,0.1
Samaki Walker27MIA,3.2,3.4,0.2,0.3,0.3
Michael Ruffin28WAS,1.4,4.2,0.8,0.5,0.5
Gerald Green23DAL,5.2,1.4,0.4,0.3,0.1
Mike James34WAS,4.5,0.8,1.3,0.8,0
Eduardo N��jera33TOT,3.4,2.5,0.6,0.6,0.3
Earl Barron29PHO,3,3.3,0.3,0.5,0.3
James Johnson23CHI,3.2,1.8,1.1,0.6,0.7
Will Barton22POR,4,2,0.8,0.5,0.1
Anthony Randolph23DEN,3.7,2.4,0.3,0.5,0.5
Alonzo Gee27TOT,4.5,1.7,0.5,0.6,0.1
Kendrick Perkins31NOP,2.5,3.5,0.8,0.3,0.3
Isaiah Canaan25CHI,4.6,1.3,0.9,0.6,0
Shabazz Muhammad25TOT,5,1.8,0.3,0.2,0.1
Michael Carter-Williams27HOU,4.3,0.8,1.3,0.6,0.4
Courtney Lee34DAL,4.5,1.3,0.5,0.8,0.3
Thon Maker23CLE,3.8,2.3,0.5,0.3,0.5
Sterling Brown26DAL,3.3,3,0.7,0.3,0.1
Trent Forrest23UTA,3.3,1.7,1.8,0.5,0.1
Elfrid Payton27PHO,3,1.8,2,0.5,0.1
James Wilkes24DET,3.8,2.1,1.1,0.3,0.1
Calvin Garrett27LAL,4.6,1.7,0.8,0.3,0
Paul Mokeski27MIL,3.8,2.4,0.6,0.2,0.4
Bernard Thompson24PHO,4.6,1.3,0.8,0.5,0.2
Chris Welp25PHI,3.4,2.7,0.4,0.3,0.6
Eddie Hughes29DEN,3.5,1.2,1.9,0.8,0
Jerry Sichting33CHH,3.5,0.6,2.7,0.5,0.1
Joe Barry Carroll32PHO,3.4,2.2,1,0.1,0.7
Roy Hinson29NJN,4.6,2.1,0.4,0,0.3
Craig Hodges30CHI,5,0.6,1.3,0.5,0
Howard Wright23TOT,3.6,3,0.2,0.3,0.3
Howard Eisley22MIN,3.3,1.2,2.3,0.5,0.1
Khalid Reeves23NJN,3.8,1.3,1.5,0.7,0.1
Hubert Davis26TOR,5,1.1,0.9,0.3,0.1
Bobby Hurley25SAC,2.9,0.8,3,0.6,0.1
Martin M����rsepp22DAL,4.3,1.9,0.5,0.4,0.3
Malik Rose22CHH,3,3,0.6,0.5,0.3
Keith Booth24CHI,3.1,2.4,1,0.6,0.3
Don MacLean31MIA,3.9,2.3,0.5,0.6,0.1
Courtney Lee33TOT,4,1.6,1.1,0.6,0.1
Dontonio Wingfield21POR,3.8,2.4,0.6,0.5,0.1
Joe Kleine35TOT,2.8,3.4,0.6,0.3,0.3
Loy Vaught32DAL,3.1,3.3,0.4,0.4,0.1
Terence Morris24HOU,3.7,2.6,0.5,0.2,0.3
Torraye Braggs27HOU,3.1,3.1,0.5,0.4,0.2
Raef LaFrentz30POR,3.7,2.6,0.3,0.3,0.4
Thabo Sefolosha22CHI,3.6,2.2,0.8,0.5,0.2
Joel Anthony26MIA,2.2,3,0.4,0.3,1.4
Brent Barry37HOU,3.7,1.7,1.4,0.4,0.1
Rob Kurz23GSW,3.9,2,0.5,0.4,0.5
Shelden Williams25SAC,3.7,2.6,0.3,0.4,0.3
Dante Cunningham22POR,3.9,2.5,0.2,0.4,0.3
Dan Gadzuric32GSW,2.8,3.1,0.4,0.4,0.6
Solomon Jones27TOT,3.2,2.8,0.4,0.4,0.5
Travis Outlaw27SAC,4.3,1.6,0.4,0.5,0.5
Keith Bogans32BRK,4.2,1.6,1,0.4,0.1
Chris Johnson27MIN,3.9,2,0.3,0.2,0.9
Quincy Acy23TOT,2.7,3.4,0.4,0.4,0.4
Darius Miller23NOP,4.4,1.2,1,0.5,0.2
Kyle Singler26OKC,3.7,2.1,0.7,0.5,0.3
Dante Cunningham31SAS,3,2.9,0.8,0.4,0.2
Gary Clark25TOT,3.7,2.6,0.4,0.1,0.5
Yogi Ferrell26SAC,4.4,1,1.4,0.4,0.1
Tremont Waters22BOS,3.6,1.1,1.5,0.9,0.2
Wenyen Gabriel23NOP,3.4,2.6,0.5,0.4,0.4
Devontae Cacok25SAS,3.1,2.8,0.4,0.5,0.5
Mike Woodson22NYK,4.7,1.2,0.9,0.4,0.1
George Johnson34ATL,1.7,3.2,0.5,0.3,1.6
Kermit Washington36GSW,2.7,3.2,0,0.7,0.7
Terry Catledge29ORL,4.7,2.2,0.2,0.2,0
Chris Corchiani24TOT,4.4,0.7,1.6,0.6,0
Earl Boykins25LAC,4.1,0.8,2.1,0.3,0
Royal Ivey23ATL,3.5,1.4,1.7,0.6,0.1
Vin Baker34LAC,3.4,2.4,0.5,0.5,0.5
Kelvin Cato31ORL,3.8,2.7,0.1,0.3,0.4
Justin Reed24TOT,4.5,1.7,0.6,0.3,0.2
Sasha Vuja?i?22LAL,4.3,1.5,0.9,0.6,0
P.J. Brown38BOS,2.2,3.8,0.6,0.3,0.4
Austin Croshere32GSW,3.9,2.4,0.7,0.2,0.1
Shannon Brown23CHA,4.8,0.8,0.9,0.6,0.2
Adam Morrison24CHA,4.5,1.6,0.9,0.2,0.1
Cedric Jackson23SAS,2.3,1.3,2,1,0.7
Jason Smith23PHI,3.4,2.4,0.6,0.4,0.5
Dan Gadzuric32TOT,2.8,3.2,0.3,0.3,0.7
Josh Childress28PHO,2.9,2.8,1,0.4,0.2
Jeff Foster35IND,2.3,3.8,0.4,0.7,0.1
Chris Johnson26NOH,3.3,3.1,0.1,0.7,0.1
Isaiah Canaan22HOU,4.6,1.1,1,0.4,0.2
Diante Garrett25UTA,3.5,1.4,1.7,0.6,0.1
Elton Brand35ATL,2.7,2.8,0.6,0.5,0.7
Travis Wear24NYK,3.9,2.1,0.8,0.3,0.2
Anthony Morrow30OKC,5.6,0.9,0.4,0.3,0.1
Nikola Pekovi?30MIN,4.5,1.8,0.9,0.1,0
Brian Roberts30CHO,4.8,1,1.3,0.2,0
Jason Thompson29TOT,3.1,2.9,0.6,0.3,0.4
Derrick Jones Jr.20MIA,3.7,2.4,0.4,0.2,0.6
Monte Morris22DEN,3.3,0.7,2.3,1,0
Nik Stauskas24TOT,4.4,1.6,1,0.2,0.1
Grayson Allen23UTA,5.6,0.6,0.7,0.2,0.2
Emanuel Terry22TOT,3.3,2.3,0.7,1,0
Gary Clark25HOU,3.9,2.2,0.7,0.1,0.4
Udonis Haslem39MIA,3,4,0.3,0,0
Gary Clark26TOT,3.1,2.9,0.8,0.3,0.2
Brodric Thomas24TOT,3.9,1.7,0.9,0.5,0.3
Obi Toppin22NYK,4.1,2.2,0.5,0.3,0.2
James Bouknight21CHO,4.6,1.7,0.8,0.2,0
Frank Ntilikina23DAL,4.1,1.4,1.2,0.5,0.1
Jamorko Pickett24DET,3.8,2.5,0.5,0,0.5
Tim Bassett28NJN,3.4,2.6,0.6,0.7,0
Charles Davis23WSB,3.8,2.5,0.6,0.2,0.2
Sam Lacey33TOT,2.9,1.9,1.4,0.4,0.7
Sam Lacey33NJN,2.9,1.9,1.4,0.4,0.7
Scott Lloyd29DAL,3.9,2.2,0.9,0.2,0.1
Rory White23PHO,5,1.6,0.5,0.2,0
Eddie Jordan29LAL,3,1.3,1.7,1.3,0
Larry Micheaux23KCK,3.1,2.9,0.5,0.5,0.3
Terry Teagle23HOU,5,1.1,0.9,0.2,0.1
Greg Stokes22PHI,4.1,1.8,0.5,0.5,0.4
Andrew Toney28PHI,4.2,0.8,2,0.3,0
Pete Verhoeven26GSW,3.4,2.6,0.5,0.5,0.3
Frank Brickowski27LAL,3.9,2.6,0.3,0.4,0.1
Scooter McCray26CLE,3.3,2.4,1,0.4,0.2
Steve Colter25PHI,3.1,1.5,2.2,0.5,0
Mike O'Koren29NJN,4.5,1,0.5,0.8,0.5
Greg Kite27TOT,2.1,3.5,0.5,0.4,0.8
Pete Myers25PHI,3.5,2.5,0.5,0.8,0
Dave Corzine33ORL,3.7,3,0.3,0.3,0
Stuart Gray26CHH,2.6,3.4,0.4,0.3,0.6
Brad Sellers27TOT,4.5,1.5,0.6,0.3,0.4
Jerry Sichting33TOT,3.5,0.5,2.7,0.5,0.1
Steve Johnson33GSW,3.8,2.4,0.7,0.2,0.2
Clifford Lett25SAS,4.9,1,1,0.3,0.1
Byron Irvin26WSB,5.5,1,0.5,0.3,0
Alan Ogg25MIL,2.7,2,1.3,0.3,1
Kurt Rambis34TOT,2.5,3.2,0.7,0.6,0.3
Orlando Woolridge33MIL,5.4,1.1,0.4,0.1,0.3
Tony Bennett24CHH,3.4,1.2,2.2,0.5,0
Pete Myers32CHH,2.9,2.1,1.5,0.6,0.2
Trevor Wilson27PHI,3.8,2.3,0.7,0.5,0
Michael Cage35PHI,1.8,3.9,0.5,0.6,0.5
Acie Earl26TOT,4,2,0.4,0.3,0.6
Ruben Nembhard24UTA,4,1,1.5,0.8,0
Ed O'Bannon24TOT,3.7,2.3,0.6,0.5,0.2
Charles Jones23CHI,3.7,1.4,1.4,0.6,0.2
Anthony Johnson28NJN,4.1,1.2,1.3,0.6,0.1
Maciej Lampe18PHO,4.6,2.1,0.4,0.1,0.1
Maurice Evans32ATL,4.5,1.8,0.6,0.3,0.1
Brandan Wright23TOT,3.8,2.4,0.3,0.3,0.5
Alex Stepheson28TOT,2.8,3.5,0.3,0.1,0.6
Ray Blume23CHI,4.6,0.8,1.4,0.5,0
Mike Evans26TOT,3.8,1,1.9,0.6,0
John Lambert29TOT,3.3,2.8,0.6,0.3,0.3
Tim Perry23PHO,4.1,2.1,0.3,0.3,0.5
Calvin Natt33IND,4.1,2.5,0.6,0.1,0
Eddie Lee Wilkins28NYK,4.1,2.6,0.2,0.3,0.1
Lester Conner33LAC,2.4,1.6,2.1,1.1,0.1
Melvin Booker23HOU,4,0.8,1.9,0.5,0.1
Andrew Lang33NYK,3.1,3.2,0.2,0.4,0.3
Lorenzen Wright31ATL,2.6,3.2,0.6,0.4,0.4
Quincy Douby23SAC,4.8,1.1,0.7,0.4,0.2
Darius Morris22LAL,4,1.2,1.6,0.4,0
Anthony Morrow27ATL,5.2,1.1,0.4,0.5,0
Jason Smith32TOT,3.3,2.6,0.7,0.2,0.4
Paul Reed22PHI,3.1,2.4,0.4,0.9,0.4
Lazaro Borrell27SEA,3.6,2.4,0.6,0.4,0.2
Damon Jones23TOT,4.2,1,1.7,0.3,0
Kevin Edwards35VAN,3.5,1.8,1.1,0.6,0.2
Joe Crispin22PHO,4.6,0.7,1.6,0.3,0
Antonis Fotsis20MEM,3.9,2.2,0.4,0.3,0.4
Don Reid28ORL,3.3,2.6,0.4,0.3,0.6
Art Long30TOR,2.9,2.9,0.6,0.4,0.4
Brian Shaw36LAL,3.5,1.7,1.4,0.4,0.2
DeShawn Stevenson21UTA,4.6,1.4,0.7,0.4,0.1
Melvin Ely25LAC,3.7,2.4,0.5,0.2,0.4
Rafael Ara��jo24TOR,3.3,3.1,0.3,0.4,0.1
Eddie Gill26IND,3.7,1.5,1.1,0.8,0.1
Lucious Harris34CLE,4.3,1.7,0.7,0.4,0.1
Aaron McKie32PHI,2.2,2.5,1.5,0.7,0.3
Sasha Pavlovi?21CLE,4.8,1.1,0.8,0.4,0.1
Eric Piatkowski34CHI,4.8,1.2,0.8,0.4,0
Melvin Ely28SAS,3.2,2.3,0.7,0.7,0.3
Malik Rose32NYK,3,2.7,1,0.4,0.1
Alexander Johnson24MIA,4.2,2.2,0.3,0.3,0.2
Jerryd Bayless20POR,4.3,1.1,1.5,0.3,0
Brian Cardinal31MIN,3,2.2,1.2,0.6,0.2
Sean Marks33NOH,3.2,3.1,0.2,0.1,0.6
Malik Rose34TOT,3.4,2.5,0.9,0.3,0.1
Quinton Ross27MEM,3.9,1.9,0.7,0.5,0.2
Rasho Nesterovi?33TOR,3.9,2.1,0.6,0.2,0.4
Julian Wright22NOH,3.8,2.1,0.6,0.4,0.3
Andris Biedri??25GSW,1.7,3.7,0.3,0.5,1
DaJuan Summers24NOH,4.5,1.5,0.7,0.5,0
MarShon Brooks25TOT,4.5,1.5,0.7,0.4,0.1
Gigi Datome27TOT,5,1.4,0.4,0.1,0.3
Justin Holiday25GSW,4.3,1.2,0.8,0.7,0.2
Patrick McCaw21GSW,4,1.4,1.1,0.5,0.2
Tyler Zeller27BOS,3.5,2.4,0.8,0.1,0.4
?lex Abrines24OKC,4.7,1.5,0.4,0.5,0.1
Wesley Johnson31NOP,3.7,2.1,0.6,0.5,0.3
Dalano Banton22TOR,3.2,1.9,1.5,0.4,0.2
Austin Carr32TOT,4.4,1.3,1.2,0.3,0
Brett Vroman25UTA,3.1,2.3,0.8,0.5,0.5
Mike McGee22LAL,4.9,1.3,0.4,0.5,0.1
Ray Tolbert23NJN,3.7,2.3,0.7,0.3,0.2
Rickey Brown25ATL,3.5,2.7,0.4,0.3,0.3
Scooter McCray24SEA,2.5,2.8,1.2,0.2,0.5
Kenny Green21TOT,4.9,1.8,0.2,0.1,0.2
Paul Mokeski29MIL,3.2,3.1,0.7,0.1,0.1
Perry Moss28GSW,3.6,1.5,1.4,0.7,0
Michael Jackson23SAC,2.7,1,3.1,0.3,0.1
Pace Mannion27MIL,3.5,1.5,1.6,0.4,0.2
Kevin Williams27NJN,4.3,1.2,0.9,0.6,0.2
Tony Brown31LAC,4.7,1.3,0.7,0.5,0
Tharon Mayes23PHI,4.3,0.7,1.5,0.7,0
John Morton24MIA,4.4,0.9,1.3,0.6,0
Herb Williams35NYK,3.3,2.6,0.4,0.3,0.6
Manute Bol32GSW,3,2.4,0,0,1.8
Lloyd Daniels27PHI,4.6,1.4,0.8,0.4,0
Clifford Rozier23GSW,3.1,2.9,0.4,0.3,0.5
Jeff McInnis22DEN,5,0.5,1.4,0.2,0.1
Rumeal Robinson30POR,3.5,1.1,1.9,0.7,0
Mark West36CLE,3.2,2.7,0.3,0.2,0.8
Fred Hoiberg25IND,4,1.9,0.7,0.6,0
Chris Garner25GSW,2.4,1.5,2.3,0.9,0.1
Walter McCarty27BOS,3.8,2.3,0.7,0.3,0.1
Devin Brown25SAS,4,2.2,0.6,0.3,0.1
?eljko Rebra?a31TOT,3.8,2.4,0.3,0.2,0.5
Steve Smith34NOH,5,1.1,0.8,0.2,0.1
Brevin Knight33UTA,2.4,1.2,2.6,0.9,0.1
Josh Powell28ATL,4.1,2.5,0.4,0.1,0.1
Greivis V��squez24MEM,3.6,1,2.2,0.3,0.1
James Anderson23TOT,3.8,1.8,1.1,0.4,0.1
Matt Bonner32SAS,4.2,1.9,0.5,0.3,0.3
Tyler Ennis22TOT,4.3,0.8,1.6,0.5,0
Shabazz Napier25POR,4.1,1.2,1.3,0.6,0
Chasson Randle23PHI,5.3,0.6,0.8,0.4,0.1
Briante Weber25TOT,2.8,1.9,1.2,1,0.3
Rodney McGruder28LAC,3.3,2.7,0.6,0.5,0.1
Elijah Hughes23POR,3.8,1.9,0.7,0.5,0.3
Timoth�� Luwawu-Cabarrot26ATL,4.4,1.6,0.8,0.3,0.1
Brad Holland25TOT,4.1,0.9,1.3,0.8,0.1
Billy Paultz33HOU,3.3,2.8,0.6,0.2,0.3
Armond Hill29MIL,3.3,1.4,1.9,0.6,0
Mark Radford23SEA,3.7,0.9,1.9,0.6,0.1
Jeff Lamp24POR,5,1,0.8,0.3,0.1
Ron Anderson27CLE,5.1,1.5,0.5,0.1,0
Dudley Bradley29MIL,3.1,1.5,1,1.5,0.1
Mark Olberding30SAC,3.3,2.4,1.2,0.2,0.1
Allen Leavell31HOU,3.3,1,2.3,0.5,0.1
John Morton22CLE,3.9,0.9,1.8,0.5,0.1
Tom Tolbert28LAC,3.8,2.2,0.6,0.3,0.3
Jeff Turner32ORL,4.1,2,0.8,0.2,0.1
Herb Williams36NYK,3.3,2.4,0.5,0.2,0.8
Doug Christie25NYK,4,1.5,1.1,0.5,0.1
Derek Strong27LAL,3.4,2.8,0.5,0.3,0.2
Derek Fisher22LAL,3.9,1.2,1.5,0.5,0.1
Charles Jones27WSB,2.6,3.3,0.4,0.4,0.4
Michael Ruffin23CHI,2.2,3.5,0.6,0.4,0.4
Jeff Foster26IND,2.1,3.6,0.7,0.4,0.3
Laron Profit28LAL,4.2,1.7,0.6,0.4,0.2
Dan Gadzuric29MIL,3.2,2.8,0.2,0.4,0.5
Damon Stoudamire34SAS,3.4,1.5,1.7,0.4,0.1
Antonio Daniels33NOH,3.8,0.9,2.1,0.3,0
Morris Peterson31NOH,4.4,2,0.4,0.3,0
Michael Finley36TOT,4.4,1.5,0.9,0.2,0.1
Derrick Brown23TOT,3.8,2,0.7,0.4,0.2
Earl Clark23TOT,3.9,2.4,0.2,0.2,0.4
Jordan Crawford22ATL,4.2,1.8,0.9,0.2,0
Quincy Pondexter23MEM,4.2,2,0.4,0.4,0.1
Chuck Hayes30TOR,2.2,3.6,0.6,0.5,0.2
Arnett Moultrie23PHI,3,2.9,0.2,0.7,0.3
Dennis Schr?der20ATL,3.7,1.2,1.9,0.3,0
Alexey Shved25MIN,4,1.3,1.1,0.4,0.3
Jeremy Tyler22NYK,3.6,2.7,0.2,0.1,0.5
Perry Jones23OKC,4.3,1.8,0.4,0.4,0.2
David Stockton23SAC,2.7,0.7,3,0.7,0
Thon Maker19MIL,4,2,0.4,0.2,0.5
Jakob Poeltl21TOR,3.1,3.1,0.2,0.3,0.4
Chris Clemons22HOU,4.9,0.9,0.8,0.3,0.2
John Konchar23MEM,2.8,2.5,1.2,0.4,0.2
Chris Silva23MIA,3,2.9,0.5,0.2,0.5
Matt Thomas25TOR,4.9,1.5,0.5,0.2,0
Usman Garuba19HOU,2,3.5,0.7,0.4,0.5
Tyler Johnson29SAS,2,2,1.7,0.7,0.7
Clay Johnson25LAL,3.6,1.7,1,0.4,0.4
Hank McDowell24SDC,3.6,2.7,0.6,0.2,0
Wally Walker29HOU,4.2,1.6,0.9,0.3,0.1
Kelvin Upshaw27TOT,4,1,1.4,0.7,0
Melvin Newbern25DET,3.6,1.1,1.7,0.7,0
Jimmy Oliver24BOS,4.9,1,0.8,0.4,0
Darrin Hancock24CHH,4.3,1.6,0.7,0.4,0.1
Antonio Harvey25LAC,2.9,2.9,0.2,0.4,0.7
Brad Lohaus31NYK,3.9,1.3,1.2,0.3,0.4
Sedale Threatt35HOU,3.3,1.1,1.9,0.7,0.1
Kevin Ollie25ORL,4.1,0.9,1.7,0.4,0
Chris Herren24DEN,3.1,1.2,2.5,0.3,0
Eddie House22MIA,5,0.8,1,0.3,0
Bimbo Coles33CLE,3.2,1.2,2.3,0.3,0.1
Quincy Lewis24UTA,4,1.2,1,0.6,0.3
Rick Brunson31CHI,3.1,1,2.2,0.7,0.1
J??r?me Mo?so25TOR,2.9,3.2,0.2,0.5,0.3
Moochie Norris30TOT,3.5,1,1.8,0.7,0.1
Pat Garrity28ORL,4.6,1.7,0.4,0.3,0.1
Hakim Warrick23MEM,4.1,2.1,0.4,0.2,0.3
Ronnie Brewer21UTA,4.6,1.3,0.4,0.7,0.1
Richie Frahm30LAC,4.7,1.4,0.8,0.2,0
Micka?l Gelabale24SEA,4.3,1.5,0.8,0.3,0.2
Juwan Howard35CHA,4.4,1.8,0.6,0.2,0.1
Kris Humphries23TOR,3.9,2.4,0.3,0.3,0.2
Joel Anthony28MIA,2,3.5,0.3,0.1,1.2
Gilbert Arenas30MEM,4.2,1.1,1.1,0.6,0.1
Eric Dawson27SAS,3.8,2.5,0,0.3,0.5
Mickell Gladness25GSW,3,2.6,0.2,0.2,1.1
Aaron Gray28TOR,2.8,3.2,0.8,0.2,0.1
Antawn Jamison37LAC,3.8,2.5,0.3,0.4,0.1
Luc Mbah a Moute27TOT,3.5,2.3,0.6,0.5,0.2
Darius Morris23TOT,4,1,1.6,0.5,0
Charlie Villanueva29DET,4.6,1.7,0.3,0.2,0.3
Quincy Miller22DET,3,2,1.3,0.3,0.5
Brandan Wright27BOS,3.3,2.1,1,0.1,0.6
Jared Cunningham24MIL,4,2.3,0.3,0.5,0
Ryan Hollins31TOT,3.4,2.6,0.3,0.2,0.6
Wade Baldwin20MEM,3.2,1.4,1.8,0.5,0.2
Anthony Morrow31TOT,5.5,0.6,0.5,0.5,0
Corey Brewer31LAL,3.7,1.7,0.8,0.8,0.1
PJ Dozier22BOS,3.2,2.8,0.8,0.3,0
Daniel Hamilton23ATL,3,2.5,1.2,0.3,0.1
Marko Guduric24MEM,3.9,1.7,1,0.3,0.2
Norvel Pelle26PHI,2.4,3,0.3,0.1,1.3
Jordan Bone23ORL,4,1.7,1.3,0.1,0
Nicol�� Melli30TOT,3,2.7,1,0.3,0.1
Paul Reed21PHI,3.4,2.3,0.5,0.4,0.5
Lindell Wigginton23MIL,4.2,1.3,1.2,0.3,0.1
Bo Ellis25DEN,3.4,2.4,0.6,0.2,0.5
Clifford Ray32GSW,2.4,3.3,0.8,0.4,0.2
Mike Evans26MIL,4,0.9,1.6,0.6,0
Jeff Lamp23POR,4.4,1.3,1,0.3,0.1
Lancaster Gordon22LAC,4.1,1,1.4,0.5,0.1
Tyrone Corbin23SAS,4,1.6,0.7,0.7,0.1
Adrian Branch23LAL,4.3,1.7,0.5,0.5,0.1
Johnny Newman23CLE,5,1.2,0.5,0.3,0.1
Elston Turner27CHI,3.5,1.6,1.5,0.4,0.1
Chris Washburn22GSW,4.1,2.5,0.4,0.1,0
Steve Colter28SAC,3.1,1.4,1.9,0.6,0.1
Doug West23MIN,3.9,1.8,0.6,0.5,0.3
Tharon Mayes23TOT,4.1,0.7,1.5,0.7,0.1
Greg Grant26PHI,2.7,0.9,2.9,0.6,0
Askia Jones23MIN,4.1,1,1.5,0.5,0
Greg Graham25TOT,4.5,1.1,1,0.5,0
Danny Schayes36MIA,3.2,2.8,0.3,0.3,0.5
Dickey Simpkins23CHI,3.6,2.6,0.6,0.2,0.1
Jerome Allen24IND,3.2,1.3,2.1,0.5,0
Craig Ehlo35SEA,3.5,1.8,1.1,0.6,0.1
Corey Beck26CHH,3.2,1.5,1.7,0.6,0.1
Eric Montross26DET,2.5,3.8,0.1,0.2,0.5
Brandon Williams22GSW,4.1,1.7,0.3,0.7,0.3
Chris Anstey24DAL,3.3,2.4,0.7,0.4,0.3
Steve Kerr33SAS,4.4,1,1.1,0.5,0.1
Will Perdue33SAS,2.4,3.7,0.5,0.2,0.3
Cory Alexander26DEN,2.8,1.4,2,0.8,0.1
Daniel Ewing22LAC,3.8,1.3,1.3,0.6,0.1
Anthony Grundy26ATL,4.3,1.4,0.8,0.6,0
Mikki Moore30SEA,3.3,2.8,0.6,0.1,0.3
Stacey Augmon31POR,3.4,2,0.9,0.5,0.2
Eric Montross29DET,2.5,3.4,0.4,0.2,0.5
Lonny Baxter25WAS,3.4,2.6,0.4,0.2,0.4
Qyntel Woods22POR,3.6,2.2,0.7,0.3,0.2
James Thomas24TOT,2.4,3.4,0.4,0.4,0.4
Clarence Weatherspoon34HOU,3.1,3.1,0.4,0.2,0.2
Malik Allen29DAL,3.1,2.7,0.6,0.2,0.4
James Jones28MIA,4.2,1.6,0.5,0.3,0.4
Derrick Brown23CHA,3.7,2,0.7,0.4,0.2
Jerry Stackhouse38BRK,4.9,0.9,0.9,0.2,0.1
Hasheem Thabeet25OKC,2.4,3,0.2,0.5,0.9
James Jones33MIA,4.9,1.2,0.5,0.2,0.2
Nik Stauskas21SAC,4.4,1.2,0.9,0.3,0.2
Kay Felder21CLE,4,1,1.4,0.4,0.2
K.J. McDaniels23TOT,4.2,1.7,0.3,0.4,0.4
Cedi Osman22CLE,3.9,2,0.7,0.4,0
Tim Frazier30MEM,1.6,1.6,3.2,0.4,0.2
Jared Butler21UTA,3.8,1.1,1.5,0.4,0.2
Hutch Jones23SDC,4.4,1.9,0.4,0.3,0
Mark Macon24TOT,3.9,1,1.2,0.9,0
Jud Buechler26CHI,3.8,1.7,0.9,0.4,0.2
Donald Royal30TOT,3.5,2.5,0.4,0.4,0.2
Courtney Alexander23DAL,4.2,1.7,0.6,0.4,0.1
Chucky Brown32TOT,3.9,2.1,0.4,0.3,0.3
Dean Garrett34MIN,2.5,3.1,0.3,0.4,0.7
Jerome Kersey38MIL,3.3,2,0.7,0.6,0.4
Kevin Ollie28TOT,3.1,1.4,2.1,0.4,0
John Starks36UTA,4.4,1,1.1,0.5,0
Chris Wilcox20LAC,3.7,2.3,0.5,0.2,0.3
Eduardo N??jera27DAL,3,2.7,0.4,0.6,0.3
Zaza Pachulia19ORL,3.3,2.9,0.2,0.4,0.2
Sean Rooks34ORL,3.1,2.4,0.9,0.3,0.3
Maciej Lampe19NOH,3.4,2.7,0.5,0.2,0.2
Andre Barrett23PHO,4.5,1.5,1,0,0
Lee Nailon30PHI,4.2,1.9,0.3,0.4,0.2
Sasha Pavlovi?22CLE,4.5,1.5,0.5,0.4,0.1
John Thomas30NJN,1,5,0,0.5,0.5
Josh Powell24GSW,3.5,2.3,0.6,0.2,0.4
Trevor Ariza22ORL,3.3,2.2,0.7,0.5,0.3
J.J. Barea23DAL,4.3,1.1,1.3,0.3,0
Francisco Elson31SEA,3,3,0.4,0.3,0.3
Shelden Williams24ATL,3,3,0.3,0.4,0.3
Desmon Farmer27SAS,4.3,2,0.7,0,0
